"id";"source";"name_short";"name_full";"name_norm";"born";"died";"linkname";"nationality";"region";"description";"image";"imgfull";"pageurl";"wordcount";"introduction";"rank";"spotify";"clicks";"catalogued";"female";"general";"view";"preview_music";"tier"
176;"Alexander von Zemlinsky";"Zemlinsky";"Alexander von Zemlinsky";"Alexander von Zemlinsky";1871;1942;"Alexander_von_Zemlinsky";"Austria";"A Austria-Germany";"Austrian composer, conductor, and teacher";"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Zemlinsky.jpg/263px-Zemlinsky.jpg";"https://upload.wikimedia.org/wikipedia/commons/6/6a/Zemlinsky.jpg";"https://en.wikipedia.org/wiki/Alexander_von_Zemlinsky";2050;"Alexander Zemlinsky or Alexander von Zemlinsky was an Austrian composer, conductor, and teacher.";0.09;"";3;0;0;0;0;"https://p.scdn.co/mp3-preview/1fc4ed61a167c136f324145e5156a9560c17e450?cid=3796d35078a440fd9c34dd8eefe7d600";0
177;"Pascal Dusapin";"Dusapin";"Pascal Dusapin";"Pascal Dusapin";1955;2050;"Pascal_Dusapin";"France";"B France-Belgium";"French composer";"";"";"https://en.wikipedia.org/wiki/Pascal_Dusapin";3766;"Pascal Dusapin is a contemporary French composer born in Nancy, France. His music is marked by its microtonality, tension, and energy.";0.15;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/0bc870fabd4771c1e6d2dcc0d2e92ce97f09ba84?cid=3796d35078a440fd9c34dd8eefe7d600";0
178;"Osvaldo Golijov";"Golijov";"Osvaldo Golijov";"Osvaldo Golijov";1960;2050;"Osvaldo_Golijov";"Argentina";"L Latin America";"Argentine composer of classical music";"";"";"https://en.wikipedia.org/wiki/Osvaldo_Golijov";1795;"Osvaldo Noé Golijov is an Argentine composer of classical music and music professor, known for his vocal and orchestral work.";0.09;"";0;0;0;0;0;"https://p.scdn.co/mp3-preview/e28d2f94cd496a155df7f333b88a6bd2fa1df32a?cid=3796d35078a440fd9c34dd8eefe7d600";0
179;"Kaija Saariaho";"Saariaho";"Kaija Saariaho";"Kaija Saariaho";1952;2050;"Kaija_Saariaho";"Finland";"F Nordic Countries";"Finnish composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Saariaho_cropped_-_1.jpg/320px-Saariaho_cropped_-_1.jpg";"https://upload.wikimedia.org/wikipedia/commons/7/78/Saariaho_cropped_-_1.jpg";"https://en.wikipedia.org/wiki/Kaija_Saariaho";1853;"Kaija Anneli Saariaho is a Finnish composer based in Paris, France.";0.51;"";10;0;1;0;0;"https://p.scdn.co/mp3-preview/9f9467906a491e868594b7b5fcc6ee5b95546b26?cid=3796d35078a440fd9c34dd8eefe7d600";3
180;"Johann Adam Reincken";"Reincken";"Johann Adam Reincken";"Johann Adam Reincken";1643;1722;"Johann_Adam_Reincken";"Netherlands";"A Austria-Germany";"German composer and organist";"https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Musical_Company_by_Johannes_Voorhout_%281674%29.jpg/320px-Musical_Company_by_Johannes_Voorhout_%281674%29.jpg";"https://upload.wikimedia.org/wikipedia/commons/8/83/Musical_Company_by_Johannes_Voorhout_%281674%29.jpg";"https://en.wikipedia.org/wiki/Johann_Adam_Reincken";647;"Johann Adam Reincken was a Dutch/German organist and composer. He was one of the most important German composers of the 17th century, a friend of Dieterich Buxtehude and a major influence on Johann Sebastian Bach; however, very few of his works survive to this day.";0.02;"{""context_uri"":""spotify:album:6F6qubBmRkmGhECLATwxd2"",""offset"":{""position"":0},""position_ms"":70000}";8;0;0;0;0;"https://p.scdn.co/mp3-preview/b9fe7bcf29e1ba4e740ae7b3857d044551ae2fb7?cid=3796d35078a440fd9c34dd8eefe7d600";3
181;"Francesco Landini";"Landini";"Francesco Landini";"Francesco Landini";1325;1397;"Francesco_Landini";"Italy";"C Italy";"Italian composer, organist, singer, poet and instrument maker";"https://upload.wikimedia.org/wikipedia/commons/4/49/Landini.jpg";"https://upload.wikimedia.org/wikipedia/commons/4/49/Landini.jpg";"https://en.wikipedia.org/wiki/Francesco_Landini";1135;"Francesco degli Organi, Francesco il Cieco, or Francesco da Firenze, called by later generations Francesco Landini or Landino was an Italian composer, organist, singer, poet and instrument maker. He was one of the most famous and revered composers of the second half of the 14th century, and by far the most famous composer in Italy.";0.04;"";0;0;0;0;0;"https://p.scdn.co/mp3-preview/d5c6f7c74ebb801686bdc8a2cd1531524b3d646d?cid=3796d35078a440fd9c34dd8eefe7d600";3
182;"Heinrich Ignaz Franz Biber";"Biber";"Heinrich Ignaz Franz von Biber";"Heinrich Ignaz Franz von Biber";1644;1704;"Heinrich_Ignaz_Franz_Biber";"Austria";"A Austria-Germany";"Bohemian-Austrian composer and violinist";"https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/H.I.F.Biber.jpg/267px-H.I.F.Biber.jpg";"https://upload.wikimedia.org/wikipedia/commons/d/dc/H.I.F.Biber.jpg";"https://en.wikipedia.org/wiki/Heinrich_Ignaz_Franz_Biber";3233;"Heinrich Ignaz Franz Biber was a Bohemian-Austrian composer and violinist. Born in the small Bohemian town of Wartenberg, Biber worked in Graz and Kremsier before he illegally left his Kremsier employer, Prince-Bishop Carl Liechtenstein-Kastelkorn, and settled in Salzburg. He remained there for the rest of his life, publishing much of his music but apparently seldom, if ever, giving concert tours.";0.14;"{""context_uri"":""spotify:album:0Y5dTWVt7R6endHg7ZfGff"",""offset"":{""position"":0},""position_ms"":3000}";7;0;0;0;0;"https://p.scdn.co/mp3-preview/8402295ed1fa0103ada2f5a50ecec6630ca1ad40?cid=3796d35078a440fd9c34dd8eefe7d600";2
183;"Francesco Cavalli";"Cavalli";"Francesco Cavalli";"Francesco Cavalli";1602;1676;"Francesco_Cavalli";"Italy";"C Italy";"Italian Baroque composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Francesco_Cavalli.png/258px-Francesco_Cavalli.png";"https://upload.wikimedia.org/wikipedia/commons/e/ef/Francesco_Cavalli.png";"https://en.wikipedia.org/wiki/Francesco_Cavalli";737;"Francesco Cavalli was an Italian composer of the early Baroque period. He was known as Cavalli, the name of his patron, venetian nobleman Federico Cavalli.";0.04;"";0;0;0;0;0;"https://p.scdn.co/mp3-preview/c8976850c1d8b2b76060c7b0d5c064f13390aa1b?cid=3796d35078a440fd9c34dd8eefe7d600";3
184;"Antonio Caldara";"Caldara";"Antonio Caldara";"Antonio Caldara";1670;1736;"Antonio_Caldara";"Italy";"C Italy";"Italian cellist and composer";"https://upload.wikimedia.org/wikipedia/commons/8/8e/Antonio_Caldara_%28I-Bc%2C_B_11881%2C_B_39202%29.jpg";"https://upload.wikimedia.org/wikipedia/commons/8/8e/Antonio_Caldara_%28I-Bc%2C_B_11881%2C_B_39202%29.jpg";"https://en.wikipedia.org/wiki/Antonio_Caldara";551;"Antonio Caldara was an Italian Baroque composer.";0.02;"{""context_uri"":""spotify:album:12O5oWVum9AH7apjI42nkX"",""offset"":{""position"":23},""position_ms"":0}";0;0;0;0;0;"https://p.scdn.co/mp3-preview/a8ae76e914da6fd92abc1018f15bff75801600b6?cid=3796d35078a440fd9c34dd8eefe7d600";0
185;"Johann Christoph Pepusch";"Pepusch";"Johann Christoph Pepusch";"Johann Christoph Pepusch";1667;1752;"Johann_Christoph_Pepusch";"Germany";"C2 England";"German-born composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/John_Christopher_Pepusch_by_Thomas_Hudson.jpg/258px-John_Christopher_Pepusch_by_Thomas_Hudson.jpg";"https://upload.wikimedia.org/wikipedia/commons/a/a4/John_Christopher_Pepusch_by_Thomas_Hudson.jpg";"https://en.wikipedia.org/wiki/Johann_Christoph_Pepusch";424;"Johann Christoph Pepusch, also known as John Christopher Pepusch and Dr Pepusch, was a German-born composer who spent most of his working life in England.";0.01;"";3;0;0;0;0;"https://p.scdn.co/mp3-preview/74b9063287af9920575d3970bd7b06dd31f5740b?cid=3796d35078a440fd9c34dd8eefe7d600";0
186;"Jean-Féry Rebel";"Rebel";"Jean-Féry Rebel";"Jean-Fery Rebel";1666;1747;"Jean-Féry_Rebel";"France";"B France-Belgium";"French Baroque composer and violinist";"https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Jean-F%C3%A9ry_Rebel.jpg/255px-Jean-F%C3%A9ry_Rebel.jpg";"https://upload.wikimedia.org/wikipedia/commons/6/62/Jean-F%C3%A9ry_Rebel.jpg";"https://en.wikipedia.org/wiki/Jean-Féry_Rebel";468;"Jean-Féry Rebel was an innovative French Baroque composer and violinist.";0.01;"";4;0;0;0;0;"None";0
187;"Manuel de Zumaya";"Zumaya";"Manuel de Zumaya";"Manuel de Zumaya";1678;1755;"Manuel_de_Zumaya";"Mexico";"L Latin America";"Mexican composer";"";"";"https://en.wikipedia.org/wiki/Manuel_de_Zumaya";431;"Manuel de Zumaya or Manuel de Sumaya was perhaps the most famous Mexican composer of the colonial period of New Spain. His music was the culmination of the Baroque style in the New World. He was the first person in the western hemisphere to compose an Italian-texted opera, entitled Partenope.";0.01;"{""context_uri"":""spotify:album:6BAp5d0o1i1NKkqk6SNVNo"",""offset"":{""position"":23},""position_ms"":0}";4;0;0;0;0;"https://p.scdn.co/mp3-preview/1c72e2fe80db9bbef8eaf373d42dd352ed7d425f?cid=3796d35078a440fd9c34dd8eefe7d600";0
188;"Lorne Balfe";"Balfe";"Lorne Balfe";"Lorne Balfe";1976;2050;"Lorne_Balfe";"United Kingdom";"C2 England";"British composer";"https://upload.wikimedia.org/wikipedia/commons/b/ba/Lorne_Balfe.jpg";"https://upload.wikimedia.org/wikipedia/commons/b/ba/Lorne_Balfe.jpg";"https://en.wikipedia.org/wiki/Lorne_Balfe";158;"Lorne Balfe is a Scottish music producer and composer for film, television, and video games. He is best known for composing music for films such as Mission: Impossible – Fallout, iBoy, and 13 Hours: The Secret Soldiers of Benghazi, DreamWorks animated films Home and Penguins of Madagascar, video games Assassin's Creed 3 and Crysis 2, Skylanders and the Call of Duty franchise. He has a studio at Hans Zimmer's company Remote Control Productions, and has collaborated with him on multiple projects. He sometimes composes under the pseudonym ""Oswin Mackintosh"".";0.0;"";0;0;0;0;0;"https://p.scdn.co/mp3-preview/00b92664d49966f5a0d1c2a6ca07cd161a143ebf?cid=3796d35078a440fd9c34dd8eefe7d600";0
189;"Peter Cornelius";"Cornelius";"Peter Cornelius";"Peter Cornelius";1824;1874;"Peter_Cornelius";"Germany";"A Austria-Germany";"Composer from Germany";"https://upload.wikimedia.org/wikipedia/commons/3/34/Peter_cornelius.jpg";"https://upload.wikimedia.org/wikipedia/commons/3/34/Peter_cornelius.jpg";"https://en.wikipedia.org/wiki/Peter_Cornelius";510;"Carl August Peter Cornelius was a German composer, writer about music, poet and translator.";0.01;"";2;0;0;0;0;"https://p.scdn.co/mp3-preview/289a69d145a4238455dfb2609fc4ccc1a6c989c4?cid=3796d35078a440fd9c34dd8eefe7d600";0
190;"Fromental Halévy";"Halévy";"Fromental Halévy";"Fromental Halevy";1799;1862;"Fromental_Halévy";"France";"B France-Belgium";"French composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Fromental_Halevy_by_Etienne_Carjat-crop.jpg/229px-Fromental_Halevy_by_Etienne_Carjat-crop.jpg";"https://upload.wikimedia.org/wikipedia/commons/0/08/Fromental_Halevy_by_Etienne_Carjat-crop.jpg";"https://en.wikipedia.org/wiki/Fromental_Halévy";1414;"Jacques-François-Fromental-Élie Halévy, usually known as Fromental Halévy, was a French composer. He is known today largely for his opera La Juive.";0.36;"";5;0;0;0;0;"https://p.scdn.co/mp3-preview/17b0c3d7a033a435f3dbdf2dda755caf693b1725?cid=3796d35078a440fd9c34dd8eefe7d600";0
191;"Édouard Lalo";"Lalo";"Édouard Lalo";"Edouard Lalo";1823;1892;"Édouard_Lalo";"France";"B France-Belgium";"French composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/%C3%89douard_Lalo.jpg/232px-%C3%89douard_Lalo.jpg";"https://upload.wikimedia.org/wikipedia/commons/c/c0/%C3%89douard_Lalo.jpg";"https://en.wikipedia.org/wiki/Édouard_Lalo";693;"Édouard-Victoire-Antoine Lalo was a French composer. Easily his most celebrated piece is his Symphonie espagnole, which consists of five movements and is a popular work in the standard repertoire for violin and orchestra.";0.45;"{""context_uri"":""spotify:album:3rNZ7raZOHWS4vek1qKB0D"",""offset"":{""position"":5},""position_ms"":0}";2;0;0;0;0;"https://p.scdn.co/mp3-preview/3127d54340bd934c3cbf448abb6571a9abce37d8?cid=3796d35078a440fd9c34dd8eefe7d600";0
192;"Otto Nicolai";"Nicolai";"Otto Nicolai";"Otto Nicolai";1810;1849;"Otto_Nicolai";"Germany";"A Austria-Germany";"German composer and conductor";"https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Otto_Nicolai.jpg/288px-Otto_Nicolai.jpg";"https://upload.wikimedia.org/wikipedia/commons/c/ca/Otto_Nicolai.jpg";"https://en.wikipedia.org/wiki/Otto_Nicolai";855;"Carl Otto Ehrenfried Nicolai was a German composer, conductor, and one of the founders of the Vienna Philharmonic. Nicolai is best known for his operatic version of Shakespeare's comedy The Merry Wives of Windsor as Die lustigen Weiber von Windsor. In addition to five operas, Nicolai composed lieder, works for orchestra, chorus, ensemble, and solo instruments.";0.13;"";8;0;0;0;0;"https://p.scdn.co/mp3-preview/abc5bd184d6486a48313a68bf5a2e6e4b6790498?cid=3796d35078a440fd9c34dd8eefe7d600";3
193;"Milton Babbitt";"Babbitt";"Milton Babbitt";"Milton Babbitt";1916;2011;"Milton_Babbitt";"United States";"H United States";"American composer";"https://upload.wikimedia.org/wikipedia/en/0/08/Milton_Babbitt.jpg";"https://upload.wikimedia.org/wikipedia/en/0/08/Milton_Babbitt.jpg";"https://en.wikipedia.org/wiki/Milton_Babbitt";3000;"Milton Byron Babbitt was an American composer, music theorist, and teacher. He is particularly noted for his serial and electronic music.";0.13;"";0;0;0;0;0;"https://p.scdn.co/mp3-preview/153861b6a722226646c142c8d0354ddf25dff765?cid=3796d35078a440fd9c34dd8eefe7d600";3
194;"Leonard Bernstein";"Bernstein";"Leonard Bernstein";"Leonard Bernstein";1918;1990;"Leonard_Bernstein";"United States";"H United States";"American composer, conductor, author, music lecturer, and pianist";"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Leonard_Bernstein_by_Jack_Mitchell.jpg/249px-Leonard_Bernstein_by_Jack_Mitchell.jpg";"https://upload.wikimedia.org/wikipedia/commons/6/6a/Leonard_Bernstein_by_Jack_Mitchell.jpg";"https://en.wikipedia.org/wiki/Leonard_Bernstein";11857;"Leonard Bernstein was an American composer, conductor, author, music lecturer, and pianist. He was among the first conductors born and educated in the US to receive worldwide acclaim. According to music critic Donal Henahan, he was ""one of the most prodigiously talented and successful musicians in American history.""";0.23;"";0;0;0;0;0;"https://p.scdn.co/mp3-preview/04560fc882f73cc8d6b836f24b16f137ba76c317?cid=3796d35078a440fd9c34dd8eefe7d600";2
195;"Harrison Birtwistle";"Birtwistle";"Harrison Birtwistle";"Harrison Birtwistle";1934;2050;"Harrison_Birtwistle";"United Kingdom";"C2 England";"British composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Harrison_Birtwistle_%28cropped%29.jpg/240px-Harrison_Birtwistle_%28cropped%29.jpg";"https://upload.wikimedia.org/wikipedia/commons/0/06/Harrison_Birtwistle_%28cropped%29.jpg";"https://en.wikipedia.org/wiki/Harrison_Birtwistle";2025;"Sir Harrison Paul Birtwistle, is a British composer.";0.09;"{""context_uri"":""spotify:album:0IOzHMJwcPlNU7d7TdmucK"",""offset"":{""position"":1},""position_ms"":69000}";1;0;0;0;0;"https://p.scdn.co/mp3-preview/0f1dd4ef95b963be00d1829165b10f2d561031b3?cid=3796d35078a440fd9c34dd8eefe7d600";3
196;"Ernest Bloch";"Bloch";"Ernest Bloch";"Ernest Bloch";1880;1959;"Ernest_Bloch";"United States";"H United States";"American composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Ernest_Bloch_in_1917_at_a_table_%28retouched%29.jpg/320px-Ernest_Bloch_in_1917_at_a_table_%28retouched%29.jpg";"https://upload.wikimedia.org/wikipedia/commons/d/da/Ernest_Bloch_in_1917_at_a_table_%28retouched%29.jpg";"https://en.wikipedia.org/wiki/Ernest_Bloch";1542;"Ernest Bloch was a Swiss-born American composer. Bloch was a pre-eminent artist in his day and left a lasting legacy. He is recognised as one of the greatest Swiss composers in history. As well as producing musical scores, Bloch had an academic career that culminated in his recognition as Professor Emeritus at the University of California, Berkeley in 1952.";0.07;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/5b1acdd17a0825b86f0cce12e29a4e6f9b90cf44?cid=3796d35078a440fd9c34dd8eefe7d600";0
197;"Rutland Boughton";"Boughton";"Rutland Boughton";"Rutland Boughton";1878;1960;"Rutland_Boughton";"United Kingdom";"C2 England";"English composer of opera and choral music";"https://upload.wikimedia.org/wikipedia/en/thumb/3/31/Rb3.jpg/237px-Rb3.jpg";"https://upload.wikimedia.org/wikipedia/en/3/31/Rb3.jpg";"https://en.wikipedia.org/wiki/Rutland_Boughton";2502;"Rutland Boughton  was an English composer who became well known in the early 20th century as a composer of opera and choral music.";0.11;"";0;0;0;0;0;"https://p.scdn.co/mp3-preview/27d0d396a6591a0699652b188d7d910b8bb83ecc?cid=3796d35078a440fd9c34dd8eefe7d600";0
198;"Marc-Antoine Charpentier";"Charpentier";"Marc-Antoine Charpentier";"Marc-Antoine Charpentier";1643;1704;"Marc-Antoine_Charpentier";"France";"B France-Belgium";"French composer of the Baroque era";"https://upload.wikimedia.org/wikipedia/commons/6/66/MA_Charpentier_I.gif";"https://upload.wikimedia.org/wikipedia/commons/6/66/MA_Charpentier_I.gif";"https://en.wikipedia.org/wiki/Marc-Antoine_Charpentier";3298;"Marc-Antoine Charpentier was a French composer of the Baroque era.";0.14;"";7;0;0;0;0;"https://p.scdn.co/mp3-preview/b24d2504cfa11c044d3c1484bb36ee76d7b925d3?cid=3796d35078a440fd9c34dd8eefe7d600";3
199;"John Corigliano";"Corigliano";"John Corigliano";"John Corigliano";1938;2050;"John_Corigliano";"United States";"H United States";"American composer";"";"";"https://en.wikipedia.org/wiki/John_Corigliano";1461;"John Paul Corigliano is an American composer of classical music. His scores, now numbering over one hundred, have won him the Pulitzer Prize, five Grammy Awards, Grawemeyer Award for Music Composition, and an Oscar. He is a distinguished professor of music at Lehman College and the Graduate Center of the City University of New York and on the composition faculty at the Juilliard School.";0.47;"";0;0;0;0;0;"https://p.scdn.co/mp3-preview/6e2b8a0b03a39c7da9606202aa4d223c2b04c148?cid=3796d35078a440fd9c34dd8eefe7d600";0
200;"George Crumb";"Crumb";"George Crumb";"George Crumb";1929;2050;"George_Crumb";"United States";"H United States";"American composer";"";"";"https://en.wikipedia.org/wiki/George_Crumb";2327;"George Henry Crumb or George Henry Jr. Crumb is an American composer of modern classical and avant-garde music. He is known as an explorer of unusual timbres, alternative forms of notation, and extended instrumental and vocal techniques, which obtained his innovative techniques in the use of vivid sonorities. Examples include seagull effect for the cello, metallic vibrato for the piano, and using a mallet to play the strings of a double bass, among numerous others.";0.1;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/090fcf975ca26d76d541829487239908eef44b31?cid=3796d35078a440fd9c34dd8eefe7d600";3
